theta_B_deg,kdf,residual_norm,radius_residual,length_residual,mass_residual,performance_residual,rao_exit_residual,D_M_pre,D_M_post,D_M_jump,D_theta_pre_deg,D_theta_post_deg,D_theta_jump_deg,fan_turn_deg,exit_angle_deg,exit_mach,success,failure_code,failure_reason
24.5,0.1,0.03510944920370765,-0.034352954243803434,-0.05017862896578912,1.2879299119863745e-11,-0.38513984207375423,5.000404929004674,2.6711080037823227,3.6711080037823223,0.9999999999999996,22.233102300147696,12.233102300147698,-10.0,0.0,7.504216039472247,3.81383667724404,True,0,ok
24.5,0.10333333333333333,0.011725791586485155,-0.016249812009383722,-0.012183028139536835,5.901904089447363e-10,-0.37441404913952187,4.056328851672827,2.6992231828346642,3.6992231828346647,1.0000000000000004,22.018429184653463,12.018429184653465,-10.0,0.0,7.317815349048581,3.8452611230973757,True,0,ok
24.5,0.10666666666666667,0.01528494147324245,0.001748468007342273,0.02641649422517373,2.21866765992961e-09,-0.3641529112371008,3.438966452064379,2.7273383618870057,3.7273383618870053,0.9999999999999996,21.803756069159224,11.803756069159226,-10.0,0.0,7.13497948150184,3.876614177212703,True,0,ok
24.5,0.11,0.030359248223349962,0.04852759475757163,-0.020251528463447854,9.704205999187579e-10,-0.35968665997434585,4.869759357192372,2.753911001731096,3.7539110017310957,0.9999999999999996,21.620227210739202,16.6202272107392,-5.000000000000001,0.0,9.476124345876174,3.8485139735252263,True,0,ok
24.5,0.11333333333333334,0.039236677906278966,0.06669014002851176,0.01307577540112759,6.047562415973068e-10,-0.3503926828267103,4.194493878442594,2.7786383998627517,3.7786383998627517,1.0,21.4736610136087,16.4736610136087,-5.000000000000001,0.0,9.329361815877288,3.876325180104089,True,0,ok
24.5,0.11666666666666667,0.051702823041140406,0.0499564133767129,-0.07432296074434477,1.8393548283582699e-09,-0.34181471115366197,15.059222145331841,2.8034137908681807,3.8034137908681807,1.0,21.325195275442933,21.325195275442933,0.0,0.0,11.062544709360182,3.7450788522216025,True,0,ok
24.5,0.12000000000000001,0.046650392448067506,0.067310160182062,-0.04470033202271875,4.089909186884148e-10,-0.33308096226862394,10.100670330947432,2.827902730709104,3.827902730709104,1.0,21.181609675783484,21.181609675783484,0.0,0.0,10.915682418063957,3.771577943045108,True,0,ok
24.5,0.12333333333333334,0.04970863897808313,0.08488319197378644,-0.014411456810040068,3.374666341515887e-07,-0.3247118769639378,7.606598622289021,2.8526617946161106,3.852661794616111,1.0000000000000004,21.031635077506238,21.031635077506238,0.0,0.0,10.769523664233956,3.798651441628927,True,0,ok
24.5,0.12666666666666668,0.060007585912768294,0.10262472702313657,0.01645893388592984,9.853882151419533e-09,-0.3167034423950494,6.11776000825489,2.8775570113341455,3.8775570113341455,1.0,20.878053867729996,20.878053867729996,0.0,0.0,10.624984401415041,3.826070899387595,True,0,ok
24.5,0.13,0.073814073574313,-0.10689884144882919,-0.07012980871070697,2.0705357898005583e-09,-0.28874760026296653,2.1415481885350873,2.9029003435617997,3.4029003435618,0.5000000000000004,20.714600009564297,10.714600009564295,-10.0,0.0,6.835918374683086,3.5372932998506634,True,0,ok
24.5,0.13333333333333333,0.058588464811978845,-0.09344617724528588,-0.03956812587571044,1.7320759406623999e-10,-0.2804477790900043,2.7118007098414787,2.9293207360395304,3.4293207360395304,0.5,20.52879507475851,10.52879507475851,-10.0,0.0,6.675426073119451,3.5655793465487378,True,0,ok
