station,index,ref_x,python_x,diff_x,ref_r,python_r,diff_r,ref_mach,python_mach,diff_mach,ref_theta_deg,python_theta_deg,diff_theta_deg
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.17779,1.0001,-0.1776899999999999,0.0,0.0,0.0
0.005025125628140704,1.0,5.786231155778894e-05,1.3150778749072942e-06,-5.654723368288165e-05,0.9999070351758794,0.9999070122763505,-2.2899528939746006e-08,1.1778603517587938,1.0001,-0.1777603517587938,0.007150502512562815,0.0,-0.007150502512562815
0.010050251256281407,2.0,0.00011688317085427135,2.6564491954680576e-06,-0.00011422672165880329,0.9998122110552764,0.9998121653718077,-4.56834686746177e-08,1.1779320100502513,1.0001,-0.1778320100502513,0.014443225125628142,0.0,-0.014443225125628142
0.01507537688442211,3.0,0.00029060025628140703,6.6008716357223195e-06,-0.0002839993846456847,0.9995333165829146,0.9995332595588291,-5.7024085453605267e-08,1.1781330150753768,1.0001,-0.17803301507537683,0.035815737688442206,0.0,-0.035815737688442206
0.020100502512562814,4.0,0.0004666478944723618,1.0597832303819872e-05,-0.0004560500621685419,0.9992507035175879,0.9992506388250044,-6.469258351238238e-08,1.1783368341708544,1.0001,-0.17823683417085445,0.05746885226130653,0.0,-0.05746885226130653
0.02512562814070352,5.0,0.0007568926180904523,1.716916613623866e-05,-0.0007397234519542136,0.9987858793969849,0.9987859869697212,1.07572736274264e-07,1.1786785427135678,1.0001,-0.17857854271356777,0.09287146532663317,0.0,-0.09287146532663317
0.03015075376884422,6.0,0.0010506710552763818,2.3819185689774033e-05,-0.0010268518695866076,0.9983155075376884,0.9983157713328324,2.637951440620512e-07,1.17902432160804,1.0001,-0.17892432160804006,0.1286861306532663,0.0,-0.1286861306532663
0.035175879396984924,7.0,0.001458706231155779,3.3013376892745736e-05,-0.0014256928542630332,0.9976657587939698,0.9976656600906957,-9.870327410954616e-08,1.1795017085427135,1.0001,-0.17940170854271353,0.17782381909547737,0.0,-0.17782381909547737
0.04020100502512563,8.0,0.0018715269346733668,4.2312255471705664e-05,-0.001829214679201661,0.9970085929648241,0.9970081465182683,-4.464465558351449e-07,1.1799845226130652,1.0001,-0.1798845226130652,0.2274950351758794,0.0,-0.2274950351758794
0.04522613065326633,9.0,0.0023992003015075375,5.4123631074382974e-05,-0.0023450766704331545,0.9961734170854272,0.9961729770188654,-4.400665617465549e-07,1.1805975879396984,1.0001,-0.1804975879396984,0.28997091457286434,0.0,-0.28997091457286434
